PID,SalePrice
907135180,121365.58931112479
528181040,245356.09278232636
528175010,243891.48802454604
531379030,193040.11907807513
923275090,124537.80337115537
528181070,241353.90227601505
908103280,161279.7570969213
902201110,127471.68485123132
905103070,146905.14116259958
527162180,180632.07749035893
905450020,172375.68813317028
535301150,157459.18115658287
535451170,87830.4381415211
909250060,211331.93174699202
527254020,375550.6651097381
911128180,61619.38091672407
534475170,176414.5895571093
535402180,106783.52836889846
528235180,183555.6209532113
907200130,118921.53708575064
906476030,183528.8318551803
923203090,137667.801704113
903454020,87146.90031502032
534277060,106436.03370578538
535450220,140018.18729134105
527252090,319178.8477588312
535300040,138977.09023095938
533241010,238830.19985546192
903201090,137275.0291132529
921128030,322008.9581753977
535180020,152829.27694885488
527106050,167072.31118376166
903233050,132271.11735264902
527105010,166352.54547242072
907196050,216915.87060490643
535375010,66317.53880507234
909455040,188690.71678572297
911370410,241042.36482822846
906223080,207378.5843643827
902204080,81611.37580780082
916225130,298291.9138037842
534400060,162883.23132574416
528178090,351881.1326655088
528235190,196716.27388727883
906477110,146408.07255933803
902106090,124976.04679434534
535327160,105896.72967431301
909129100,121083.33368600943
909281110,216241.48494161942
528188120,223364.23966955868
528150120,335396.5529557881
535125060,218074.14744877312
906380120,203341.8626007963
527451020,121400.26481284588
528429100,287102.3023796454
527132090,312395.7590284344
902427045,104405.93915860748
923276260,143164.90766926264
907290140,119434.3163566947
906380100,264661.410534395
527377110,172801.27822390795
535379110,129036.71429308949
527427230,159185.55206005982
905105010,126539.77005392019
533215080,228473.85961960474
903484080,67237.21260283355
528441080,258911.90234493001
528120100,284823.61691561807
902301060,88217.69907620121
528231050,185949.70792868812
535353190,143538.70521834187
907201280,139226.20535264633
528315080,323536.2799901753
531375060,173318.77586049153
906200230,163112.8347336373
527451550,108697.84645352917
902103090,107784.63085159365
534401190,143723.86468025853
909425085,272709.8810122643
526352080,185476.71876298744
907126050,154098.63834523645
905352180,217679.02368081597
533212060,135993.36063214063
527356050,122770.58724211893
534479240,138656.2037500826
906226130,136623.0169090495
923228210,66614.21408653745
903227080,127194.4049076263
535179120,112307.50180554602
908201100,84532.10849699468
532479050,135121.68193949715
534402060,134992.36652859164
902109160,133662.459384697
904302030,143127.73877544733
902300215,117907.15194593053
903228070,96132.14962997721
902406070,120831.20554453778
907410020,200897.40260729814
528365090,346086.29493284016
534450110,57697.855075592786
527146135,369929.75884438516
535325340,155549.20909048195
534452060,109524.5259811212
535325090,122580.40763224443
534202130,131376.54704813563
528118020,341838.3311652853
527214050,415156.73712062265
907401060,219137.16520835846
905104210,110414.87635575395
905225080,229196.03247577287
535178060,145362.73394986658
914476450,170461.69369520943
533250050,243368.47126899342
535450070,142279.3605274279
528181060,253348.87854361747
535454100,118771.07162372561
534476080,158646.52959325913
909452114,248546.48333511312
903476090,132163.2148438824
904101040,126660.60300155517
534431030,142513.38124733206
910202060,91081.84071081466
916386090,257495.7646539793
527451460,101789.18071499662
528290120,193015.31504910756
531375090,149346.2159284952
527403040,149971.2831212059
535453020,140519.82716695612
911175360,93308.52745681509
528228545,169404.27401604198
534275100,125698.7883954492
528142040,345753.1135128009
527357110,116477.34965931237
528480170,288137.13946910657
905226030,110213.25356212058
905104110,128820.5058811472
528480070,266138.0621077011
528386040,412474.5142213679
535453100,116886.02127774458
907192030,206009.3051356074
905478030,145464.8808113522
527210050,391684.3531600868
535382020,158732.58346154212
528110070,342278.95937979873
902303100,158808.54476195495
903456090,98141.2215724246
528186080,300477.0907835787
909275310,265358.511138845
908128100,207188.45582744534
908102140,131101.47858265994
531385060,183218.30474416175
902103100,135542.43866370505
528106010,375729.40950108366
534430080,137921.93198030788
533252130,230206.84703120965
